document_name,page_number,full_page,detection_type,table_boxes
F1962001.json,2,False,detection label,"[[303.134765625, 722.8125, 797.236328125, 913.7109375]]"
F1962002.json,2,False,detection label,"[[538.5625, 84.3359375, 1037.53125, 619.765625]]"
F1962002.json,5,True,detection label,[]
F1962002.json,10,False,detection label,"[[16.025390625, 625.400390625, 536.6015625, 906.875], [20.341796875, 971.640625, 541.6796875, 1124.2578125]]"
F1962002.json,11,False,detection label,"[[514.2587890625, -2.9931640625, 1002.2412109375, 138.25927734375]]"
F1962003.json,7,False,detection label,"[[284.1875, 32.041015625, 775.091796875, 781.09375]]"
F1962004.json,3,False,detection label,"[[16.3909912109375, 374.1796875, 526.8994140625, 586.26953125], [15.6109619140625, 602.5, 530.53955078125, 839.8828125]]"
F1962004.json,4,False,detection label,"[[16.890869140625, 188.92578125, 1044.658203125, 547.98828125]]"
F1962005.json,3,False,detection label,"[[12.171875, 731.015625, 524.078125, 1199.453125], [535.015625, 235.2392578125, 1029.390625, 351.6259765625]]"
F1962005.json,7,True,detection label,[]
F1962005.json,10,False,detection label,"[[57.3447265625, 1092.63671875, 1070.0166015625, 1372.40234375]]"
F1962006.json,1,False,detection label,"[[570.119140625, 1172.6171875, 958.12890625, 1282.8515625]]"
F1962006.json,2,False,detection label,"[[42.095703125, 1235.5078125, 496.2265625, 1349.84375], [537.0048828125, 23.367919921875, 1009.5224609375, 144.8388671875]]"
F1962006.json,3,False,detection label,"[[32.263916015625, 558.75, 533.0, 987.5390625]]"
F1962006.json,5,False,detection label,"[[575.310546875, 741.26953125, 1035.5703125, 986.85546875]]"
F1962007.json,3,False,detection label,"[[541.71875, 321.201171875, 1040.21875, 500.478515625], [530.375, 1057.08984375, 1044.34375, 1245.25390625]]"
F1962007.json,4,False,detection label,"[[30.839599609375, 24.0087890625, 1028.70703125, 686.07421875]]"
F1962007.json,7,False,detection label,"[[524.7197265625, 880.0390625, 881.5830078125, 1092.8125]]"
F1962007.json,9,True,detection label,[]
F1962007.json,10,False,detection label,"[[548.056640625, 1246.4453125, 883.6123046875, 1378.5546875]]"
F1962007.json,11,False,detection label,"[[542.9833984375, 348.203125, 809.54296875, 390.078125], [538.9248046875, 374.86328125, 1002.326171875, 560.29296875]]"
F1962008.json,1,False,detection label,"[[10.29296875, 699.5703125, 1026.17041015625, 1137.9296875], [3.1904296875, 1155.52734375, 1018.05322265625, 1379.23828125]]"
F1962008.json,2,False,detection label,"[[7.65380859375, -7.265625, 1015.7626953125, 415.029296875], [11.436767578125, 431.6015625, 1013.7451171875, 717.51953125], [252.78955078125, 857.48046875, 768.10498046875, 917.12890625], [13.2021484375, 912.8515625, 1014.24951171875, 1375.8203125]]"
F1962008.json,3,True,detection label,[]
F1962008.json,5,False,detection label,"[[14.2109375, -18.544921875, 1026.859375, 894.5703125], [18.24609375, 938.828125, 1024.841796875, 1370.3515625]]"
F1962008.json,6,False,detection label,"[[9.78564453125, 22.55615234375, 1028.19970703125, 364.443359375], [27.288330078125, 410.068359375, 1022.619140625, 1107.8515625], [264.46240234375, 1189.70703125, 774.53759765625, 1388.80859375]]"
F1962010.json,7,True,detection label,[]
F1962010.json,8,True,detection label,[]
F1962010.json,10,True,detection label,[]
F1962010.json,11,True,detection label,[]
F1962010.json,12,True,detection label,[]
F1962010.json,13,True,detection label,[]
F1962010.json,14,True,detection label,[]
F1962010.json,15,False,detection label,"[[39.2421875, -1.11328125, 1046.40625, 751.015625]]"
F1962012.json,4,False,detection label,"[[24.551025390625, 575.83984375, 1032.912109375, 760.5859375], [28.081787109375, 858.1640625, 1031.9033203125, 1374.453125]]"
F1962012.json,7,False,detection label,"[[37.160888671875, 1077.59765625, 513.133544921875, 1224.74609375], [39.0523681640625, 1264.90234375, 507.83740234375, 1371.03515625]]"
F1962012.json,9,False,detection label,"[[546.8515625, 1293.61328125, 830.1455078125, 1399.74609375]]"
F1962012.json,12,False,detection label,"[[555.42626953125, 895.76171875, 780.21044921875, 1064.78515625]]"
F1962013.json,8,False,detection label,"[[28.013916015625, 49.6435546875, 1032.548828125, 677.1875]]"
F1962013.json,9,True,detection label,[]
F1962013.json,10,True,detection label,[]
F1962013.json,11,True,detection label,[]
F1962013.json,12,True,detection label,[]
F1962013.json,14,True,detection label,[]
F1962013.json,15,False,detection label,"[[54.5625, 579.599609375, 522.46484375, 690.517578125]]"
F1962014.json,3,False,detection label,"[[561.0224609375, 1250.546875, 793.0732421875, 1336.171875]]"
F1962014.json,5,False,detection label,"[[52.76708984375, 1100.15625, 1061.80078125, 1381.2890625]]"
F1962014.json,6,True,detection label,[]
F1962014.json,7,True,detection label,[]
F1962014.json,8,True,detection label,[]
F1962014.json,9,True,detection label,[]
F1962014.json,10,False,detection label,"[[32.40234375, -10.68359375, 1028.671875, 384.609375], [11.58203125, 418.271484375, 1028.671875, 1401.796875]]"
F1962014.json,11,True,detection label,[]
F1962014.json,12,False,detection label,"[[24.298828125, 8.02978515625, 1029.8857421875, 352.48046875]]"
F1962014.json,17,False,detection label,"[[543.32080078125, 1048.88671875, 1012.23193359375, 1130.41015625]]"
F1962014.json,18,False,detection label,"[[43.701171875, 1291.5625, 501.0546875, 1393.59375]]"
F1962014.json,22,False,detection label,"[[49.542236328125, 538.583984375, 1079.16015625, 1392.2265625]]"
F1962014.json,23,False,detection label,"[[28.4814453125, -11.025390625, 1061.4794921875, 934.21875], [13.9208984375, 1019.4921875, 1050.55908203125, 1374.453125]]"
F1962014.json,24,True,detection label,[]
F1962014.json,25,False,detection label,"[[27.286376953125, -12.734375, 1033.9990234375, 699.404296875], [10.269775390625, 905.33203125, 1018.984375, 1383.33984375]]"
F1962014.json,26,True,detection label,[]
F1962014.json,28,True,detection label,[]
F1962014.json,29,False,detection label,"[[60.771728515625, 35.80078125, 1042.912109375, 408.53515625], [59.50341796875, 910.80078125, 1035.30224609375, 1045.64453125], [54.683837890625, 1079.6484375, 866.36328125, 1158.4375]]"
F1962016.json,4,True,3 columns,[]
F1962016.json,7,False,detection label,"[[65.70892333984375, 497.2265625, 305.43701171875, 885.0]]"
F1962016.json,8,False,detection label,"[[30.31005859375, 511.923828125, 1022.85400390625, 1388.125]]"
F1962016.json,9,True,detection label,[]
F1962016.json,10,True,detection label,[]
F1962016.json,11,True,detection label,[]
F1962016.json,12,True,detection label,[]
F1962016.json,13,True,detection label,[]
F1962016.json,20,False,detection label,"[[546.68701171875, 136.54541015625, 1012.64892578125, 364.443359375]]"
F1962016.json,22,False,detection label,"[[41.280517578125, 898.49609375, 529.693603515625, 934.90234375], [532.39990234375, 470.56640625, 1036.12060546875, 731.875], [533.42041015625, 726.23046875, 1034.07958984375, 806.38671875], [531.37939453125, 970.2734375, 1034.07958984375, 1154.3359375], [534.44091796875, 1202.01171875, 1036.12060546875, 1305.41015625]]"
F1962016.json,23,False,detection label,"[[37.9638671875, -6.923828125, 1015.2001953125, 171.8408203125], [65.1348876953125, 209.2626953125, 551.8896484375, 289.7607421875], [37.45361328125, 320.517578125, 1014.68994140625, 509.365234375], [40.0048828125, 616.85546875, 1014.1796875, 1372.40234375]]"
F1962016.json,24,True,detection label,[]
F1962016.json,26,False,detection label,"[[15.00244140625, 193.369140625, 1019.2822265625, 805.703125]]"
F1962016.json,27,False,detection label,"[[31.2275390625, 885.5078125, 1030.82421875, 1389.4921875]]"
F1962017.json,3,False,detection label,"[[30.0390625, 876.62109375, 532.00927734375, 1354.62890625]]"
F1962017.json,5,True,detection label,[]
F1962017.json,6,True,detection label,[]
F1962017.json,7,False,detection label,"[[26.08935546875, 2.4755859375, 1031.17626953125, 584.21875]]"
F1962017.json,12,True,detection label,[]
F1962017.json,13,False,detection label,"[[49.64501953125, 1.62109375, 1050.35693359375, 729.82421875]]"
F1962017.json,14,False,detection label,"[[21.787109375, -5.21484375, 1026.162109375, 508.33984375]]"
F1962017.json,27,True,detection label,[]
F1962017.json,28,False,detection label,"[[40.244140625, 6.064453125, 1033.33984375, 640.615234375]]"
F1962018.json,9,True,3 columns,[]
F1962018.json,27,False,detection label,"[[33.095458984375, 87.412109375, 1062.87109375, 1072.3046875], [20.966796875, 1115.1953125, 1054.61328125, 1394.9609375]]"
F1962019.json,2,False,detection label,"[[529.33837890625, 403.232421875, 1051.00048828125, 913.7109375]]"
F1962019.json,20,False,detection label,"[[34.2529296875, 32.041015625, 557.59765625, 302.236328125], [34.64111328125, 327.353515625, 560.185546875, 626.259765625]]"
F1962019.json,26,False,detection label,"[[49.0299072265625, 813.73046875, 526.93896484375, 1289.00390625]]"
F1962019.json,28,True,detection label,[]
F1962020.json,9,True,detection label,[]
F1962020.json,10,False,detection label,"[[29.73388671875, 664.70703125, 1026.162109375, 1030.60546875]]"
F1962020.json,11,False,detection label,"[[24.86328125, 512.607421875, 1044.619140625, 1343.0078125]]"
F1962020.json,12,False,detection label,"[[41.01318359375, 754.94140625, 527.56591796875, 1390.17578125]]"
F1962020.json,15,False,detection label,"[[166.3671875, 320.859375, 923.623046875, 730.5078125], [174.0576171875, 773.3984375, 943.6181640625, 1116.0546875]]"
F1963001.json,3,False,detection label,"[[29.0771484375, 802.79296875, 546.2109375, 1403.84765625], [552.607421875, 79.892578125, 1058.095703125, 744.1796875]]"
F1963001.json,7,False,detection label,"[[541.68359375, 1001.71875, 1043.5078125, 1111.953125]]"
F1963001.json,8,False,detection label,"[[39.3125, 103.134765625, 530.86328125, 260.87890625], [547.84765625, 98.8623046875, 1049.671875, 190.126953125]]"
F1963001.json,11,False,detection label,"[[32.958984375, 474.326171875, 524.47265625, 1106.484375]]"
F1963002.json,3,True,detection label,[]
F1963002.json,4,True,detection label,[]
F1963002.json,5,True,detection label,[]
F1963002.json,6,True,detection label,[]
F1963002.json,7,True,detection label,[]
F1963002.json,8,True,detection label,[]
F1963002.json,10,True,detection label,[]
F1963002.json,11,True,detection label,[]
F1963002.json,15,False,detection label,"[[44.76611328125, 453.818359375, 1011.36572265625, 1388.125]]"
F1963002.json,18,True,detection label,[]
F1963002.json,27,False,detection label,"[[151.91064453125, 471.93359375, 894.20361328125, 897.98828125], [143.3359375, 953.8671875, 912.8662109375, 1276.015625]]"
F1963003.json,3,False,detection label,"[[551.279296875, 624.033203125, 1037.6513671875, 1363.515625]]"
F1963003.json,4,False,detection label,"[[26.6107177734375, -2.6513671875, 535.5615234375, 234.560546875]]"
F1963003.json,7,False,detection label,"[[27.7587890625, 681.11328125, 1039.6923828125, 1380.60546875]]"
F1963003.json,8,False,detection label,"[[34.136962890625, -3.3349609375, 1024.384765625, 531.58203125]]"
F1963003.json,10,False,detection label,"[[15.5126953125, 1028.37890625, 1040.712890625, 1375.13671875]]"
F1963003.json,11,True,detection label,[]
F1963003.json,12,True,detection label,[]
F1963003.json,13,False,detection label,"[[36.943359375, -3.84765625, 1027.4462890625, 444.423828125]]"
F1963003.json,16,True,detection label,[]
F1963003.json,17,True,detection label,[]
F1963003.json,18,True,detection label,[]
F1963003.json,19,False,detection label,"[[47.65869140625, 8.798828125, 1016.73095703125, 515.17578125], [39.239501953125, 599.08203125, 1025.4052734375, 1077.08984375]]"
F1963003.json,20,True,detection label,[]
F1963003.json,21,True,detection label,[]
F1963003.json,22,True,detection label,[]
F1963003.json,23,False,detection label,"[[40.4462890625, 1040.0, 1009.890625, 1374.453125]]"
F1963003.json,24,True,detection label,[]
F1963003.json,25,True,detection label,[]
F1963003.json,26,True,detection label,[]
F1963003.json,27,False,detection label,"[[45.716796875, 735.1171875, 1008.384765625, 1370.3515625]]"
F1963003.json,28,True,detection label,[]
F1963003.json,29,True,detection label,[]
F1963003.json,30,True,detection label,[]
F1963003.json,31,True,detection label,[]
F1963003.json,32,True,detection label,[]
F1963003.json,33,True,detection label,[]
F1963003.json,34,True,detection label,[]
F1963003.json,35,False,detection label,"[[35.17578125, 836.2890625, 1002.86328125, 1381.2890625]]"
F1963003.json,36,True,detection label,[]
F1963003.json,37,True,detection label,[]
F1963003.json,38,False,detection label,"[[35.4267578125, 9.82421875, 1023.9453125, 772.20703125], [34.4228515625, 995.56640625, 1014.91015625, 1383.33984375]]"
F1963003.json,39,True,detection label,[]
F1963003.json,40,False,detection label,"[[35.17578125, 463.73046875, 1003.8671875, 1366.93359375]]"
F1963003.json,41,True,detection label,[]
F1963003.json,42,True,detection label,[]
F1963004.json,2,True,detection label,[]
F1963004.json,3,True,detection label,[]
F1963004.json,4,True,detection label,[]
F1963005.json,6,True,detection label,[]
F1963005.json,7,True,detection label,[]
F1963005.json,8,False,detection label,"[[520.13427734375, 197.12890625, 1020.23681640625, 554.82421875]]"
F1963005.json,17,False,detection label,"[[24.09423828125, 830.13671875, 532.69287109375, 1144.08203125]]"
F1963006.json,10,False,detection label,"[[43.933837890625, 430.91796875, 1046.35546875, 1139.98046875]]"
F1963006.json,11,True,detection label,[]
F1963006.json,14,True,detection label,[]
F1963006.json,19,False,detection label,"[[21.224853515625, 5.380859375, 1045.3232421875, 730.5078125]]"
F1963006.json,20,False,detection label,"[[9.09619140625, 429.55078125, 1019.517578125, 878.1640625]]"
F1963006.json,28,False,detection label,"[[28.2874755859375, 552.255859375, 550.37841796875, 805.703125]]"
F1963006.json,29,False,detection label,"[[164.150390625, 203.1103515625, 902.2646484375, 560.29296875], [140.844970703125, 587.4609375, 904.3134765625, 995.7421875]]"
F1963008.json,7,False,detection label,"[[27.37109375, -12.2216796875, 1047.0478515625, 480.99609375]]"
F1963008.json,8,True,detection label,[]
F1963008.json,21,False,detection label,"[[38.7265625, -5.0439453125, 1052.59375, 578.75], [552.546875, 634.287109375, 1053.109375, 1389.4921875]]"
F1963008.json,30,False,detection label,"[[12.3978271484375, 527.3046875, 542.83251953125, 1098.28125]]"
F1963008.json,31,False,detection label,"[[16.982177734375, 41.18408203125, 575.83984375, 250.283203125]]"
F1963009.json,6,False,detection label,"[[74.984375, 11.533203125, 517.376953125, 309.2431640625], [83.71044921875, 397.763671875, 479.4375, 753.75], [559.59765625, 1119.98046875, 956.96875, 1308.14453125]]"
F1963009.json,7,True,detection label,[]
F1963009.json,9,False,detection label,"[[519.12890625, 997.6171875, 1025.765625, 1203.5546875]]"
F1963009.json,10,False,detection label,"[[562.6328125, 512.607421875, 1019.6953125, 604.384765625], [573.76171875, 1145.95703125, 975.1796875, 1360.09765625]]"
F1963010.json,2,False,detection label,"[[560.609375, 761.09375, 988.33203125, 902.7734375]]"
F1963010.json,3,True,3 columns,[]
F1963010.json,12,True,detection label,[]
F1963010.json,13,False,detection label,"[[18.328125, 354.35546875, 1011.6015625, 783.828125]]"
F1963011.json,4,False,detection label,"[[7.40234375, 50.113525390625, 516.859375, 222.0849609375], [40.7890625, 246.34765625, 500.6171875, 360.0], [512.84375, 76.38916015625, 1028.875, 255.751953125], [537.59375, 371.4453125, 1017.53125, 536.3671875], [12.9453125, 612.75390625, 1030.9375, 794.08203125], [12.9453125, 806.2109375, 1017.53125, 967.03125], [12.171875, 1042.734375, 1029.90625, 1221.328125], [20.9375, 1321.640625, 1025.265625, 1412.734375]]"
F1963011.json,5,True,detection label,[]
F1963011.json,6,False,detection label,"[[19.1328125, 10.6787109375, 1034.03125, 569.86328125], [34.0859375, 778.18359375, 526.9140625, 865.17578125], [546.875, 622.666015625, 1035.0625, 711.3671875], [542.75, 897.12890625, 1038.15625, 988.22265625]]"
F1963011.json,7,False,detection label,"[[23.1337890625, 846.54296875, 529.01171875, 1313.61328125]]"
F1963013.json,7,False,detection label,"[[560.28125, 256.6015625, 958.75, 770.83984375], [546.875, 805.52734375, 962.875, 1123.57421875], [537.59375, 1160.3125, 959.78125, 1407.265625]]"
F1963013.json,8,False,detection label,"[[59.48046875, 1050.25390625, 475.609375, 1217.91015625], [67.0859375, 1237.55859375, 465.5546875, 1391.54296875], [529.859375, 5.0390625, 1022.171875, 501.162109375]]"
F1963014.json,7,False,detection label,"[[33.2509765625, 80.91796875, 1005.53125, 1029.23828125]]"
F1963015.json,4,False,detection label,"[[26.29541015625, 50.498046875, 518.89453125, 275.91796875]]"
F1963015.json,5,False,detection label,"[[524.693359375, 1056.40625, 1027.283203125, 1270.546875]]"
F1963015.json,7,False,detection label,"[[24.01904296875, 1009.921875, 530.0234375, 1334.8046875]]"
F1963016.json,1,False,detection label,"[[36.656494140625, 582.333984375, 523.221435546875, 741.4453125]]"
F1963017.json,7,False,detection label,"[[541.0185546875, 966.171875, 1022.9990234375, 1053.1640625]]"
F1963018.json,4,False,detection label,"[[523.17578125, 816.46484375, 1013.625, 1033.33984375], [515.08203125, 1111.09375, 1011.6015625, 1359.4140625]]"
F1963021.json,4,False,detection label,"[[42.023681640625, 274.8876953125, 494.3671875, 386.66015625]]"
F1963022.json,5,False,detection label,"[[25.888671875, 184.82421875, 1039.4921875, 416.73828125]]"
F1963022.json,7,False,detection label,"[[21.3330078125, 60.41015625, 1012.65625, 1038.125]]"
F1963023.json,1,False,detection label,"[[520.158203125, 908.06640625, 1029.61328125, 1086.66015625]]"
F1963024.json,2,True,detection label,[]
F1963024.json,4,True,detection label,[]
F1963024.json,5,True,detection label,[]
F1963024.json,6,True,detection label,[]
F1963024.json,7,True,detection label,[]
F1963024.json,8,True,detection label,[]
F1963024.json,9,True,detection label,[]
F1963024.json,10,True,detection label,[]
F1963024.json,11,True,detection label,[]
F1963024.json,12,True,detection label,[]
F1963024.json,13,True,detection label,[]
F1963024.json,14,False,detection label,"[[14.67626953125, -1.455078125, 1035.71875, 770.15625]]"
F1963025.json,1,False,detection label,"[[28.296875, 971.640625, 987.07421875, 1377.1875]]"
F1963025.json,2,True,detection label,[]
F1963025.json,4,True,detection label,[]
F1963025.json,5,False,detection label,"[[44.161865234375, 408.701171875, 999.2578125, 1371.71875]]"
F1963025.json,6,True,detection label,[]
F1963025.json,7,True,detection label,[]
F1963025.json,8,False,detection label,"[[34.881103515625, 405.966796875, 1006.912109375, 1382.65625]]"
F1963025.json,9,True,detection label,[]
F1963025.json,10,False,detection label,"[[36.63623046875, 493.466796875, 1004.40478515625, 1401.796875]]"
F1963025.json,11,True,detection label,[]
F1963025.json,12,True,detection label,[]
F1963025.json,13,True,detection label,[]
F1963025.json,14,False,detection label,"[[544.33984375, 175.25390625, 1047.82421875, 339.150390625]]"
F1963026.json,2,False,detection label,"[[26.134033203125, 956.6015625, 511.580810546875, 1025.8203125]]"
F1963026.json,4,False,detection label,"[[58.962890625, 435.361328125, 1029.00390625, 1397.6953125]]"
F1963026.json,5,True,detection label,[]
F1963026.json,6,False,detection label,"[[38.7060546875, 2.3046875, 1022.5732421875, 997.109375]]"
F1963027.json,2,True,detection label,[]
F1963028.json,4,True,detection label,[]
F1963028.json,5,False,detection label,"[[29.0771484375, -8.1201171875, 1060.68359375, 567.8125], [22.08984375, 607.28515625, 1056.54296875, 1412.734375]]"
F1963028.json,6,True,detection label,[]
F1963028.json,7,True,detection label,[]
F1963029.json,10,True,detection label,[]
F1963029.json,11,True,detection label,[]
F1963029.json,12,True,detection label,[]
F1963029.json,13,True,detection label,[]
F1963029.json,14,True,detection label,[]
F1963029.json,15,True,detection label,[]
F1963029.json,16,True,detection label,[]
F1963029.json,17,True,detection label,[]
F1963029.json,18,False,detection label,"[[33.0546875, 3.24462890625, 1034.03125, 286.85546875], [44.65625, 681.796875, 1021.65625, 1394.9609375]]"
F1963029.json,19,True,detection label,[]
F1963029.json,20,True,detection label,[]
F1963029.json,21,True,detection label,[]
F1963029.json,22,True,detection label,[]
F1963029.json,23,True,detection label,[]
F1963029.json,24,True,detection label,[]
F1963029.json,29,False,detection label,"[[19.1328125, 119.8828125, 1047.4375, 1067.51953125]]"
F1963030.json,3,True,detection label,[]
F1963030.json,4,False,detection label,"[[32.8916015625, 1.962890625, 1025.015625, 523.720703125], [35.4599609375, 925.15625, 1023.98828125, 1390.859375]]"
F1963030.json,5,True,detection label,[]
F1963030.json,7,True,detection label,[]
F1963030.json,9,True,detection label,[]
F1963030.json,10,True,detection label,[]
F1963030.json,11,True,detection label,[]
F1963030.json,12,True,detection label,[]
F1963030.json,13,True,detection label,[]
F1963030.json,14,True,detection label,[]
F1963030.json,15,True,detection label,[]
F1963030.json,16,True,detection label,[]
F1963030.json,17,True,detection label,[]
F1963030.json,18,True,detection label,[]
F1963030.json,19,True,detection label,[]
F1963030.json,20,False,detection label,"[[30.83984375, 74.08203125, 990.15625, 1048.37890625]]"
F1963030.json,22,False,detection label,"[[512.451171875, 415.537109375, 1013.564453125, 737.34375]]"
F1963030.json,23,False,detection label,"[[21.46240234375, 278.818359375, 536.0, 737.34375], [19.79296875, 919.6875, 1040.42578125, 1195.3515625]]"
F1963030.json,25,False,detection label,"[[25.31494140625, 755.625, 518.53515625, 1337.5390625], [550.9296875, 146.0302734375, 1043.5078125, 307.8759765625], [556.06640625, 375.888671875, 1038.37109375, 536.708984375]]"
F1963030.json,26,False,detection label,"[[32.12109375, 11.533203125, 1040.42578125, 807.0703125]]"
F1963030.json,30,False,detection label,"[[523.239501953125, 1124.765625, 1029.068359375, 1288.3203125]]"
F1963032.json,6,True,detection label,[]
F1963032.json,7,True,detection label,[]
F1963032.json,8,True,detection label,[]
F1963032.json,9,True,detection label,[]
F1963032.json,10,True,detection label,[]
F1963032.json,13,False,detection label,"[[533.46875, 527.98828125, 1039.296875, 668.984375], [538.1005859375, 711.19140625, 928.6474609375, 815.95703125], [536.556640625, 841.7578125, 1037.23828125, 956.09375], [541.703125, 992.1484375, 920.927734375, 1121.5234375], [534.498046875, 1160.99609375, 1045.47265625, 1323.18359375], [555.083984375, 1301.81640625, 1037.23828125, 1383.33984375]]"
F1963032.json,14,True,detection label,[]
F1963033.json,9,True,detection label,[]
F1963033.json,10,True,detection label,[]
F1963033.json,13,False,detection label,"[[25.0799560546875, 1040.0, 287.578125, 1079.140625], [14.4921875, 1089.21875, 1028.466796875, 1397.6953125]]"
F1963035.json,1,True,detection label,[]
F1963035.json,2,False,detection label,"[[32.3916015625, 43.1494140625, 1004.92578125, 458.4375]]"
F1963035.json,3,True,detection label,[]
F1963035.json,4,True,detection label,[]
F1963035.json,5,True,detection label,[]
F1963035.json,6,True,detection label,[]
F1963035.json,8,True,detection label,[]
F1963035.json,15,True,detection label,[]
F1963035.json,16,True,detection label,[]
F1963035.json,17,True,detection label,[]
F1963035.json,20,True,detection label,[]
F1963035.json,22,True,detection label,[]
F1963035.json,25,False,detection label,"[[28.81640625, 43.1494140625, 1030.462890625, 448.18359375]]"
F1963035.json,28,True,detection label,[]
F1963035.json,29,True,detection label,[]
F1963035.json,30,False,detection label,"[[541.6015625, 1199.27734375, 1014.119140625, 1301.30859375]]"
F1963036.json,2,False,detection label,"[[37.061767578125, 607.96875, 1050.0390625, 1403.1640625]]"
F1963036.json,3,True,detection label,[]
F1963036.json,4,True,detection label,[]
F1963036.json,5,True,detection label,[]
F1963036.json,6,True,detection label,[]
F1963037.json,4,False,detection label,"[[36.22216796875, 626.767578125, 1031.484375, 913.7109375], [32.13623046875, 947.03125, 1033.52734375, 1378.5546875]]"
F1963037.json,5,False,detection label,"[[23.96435546875, 435.01953125, 527.63720703125, 591.0546875], [526.279296875, 698.203125, 1028.419921875, 968.3984375]]"
F1963037.json,6,False,detection label,"[[32.64697265625, 516.025390625, 1041.69921875, 800.91796875]]"
F1963037.json,7,False,detection label,"[[15.0263671875, 130.56396484375, 1026.376953125, 461.171875]]"
F1963037.json,11,False,detection label,"[[27.794921875, 1065.29296875, 1044.763671875, 1379.23828125]]"
F1963038.json,5,False,detection label,"[[28.81640625, 778.8671875, 1027.3984375, 1378.5546875]]"
F1963038.json,6,False,detection label,"[[18.85693359375, 213.876953125, 1028.419921875, 551.064453125]]"
F1963038.json,7,False,detection label,"[[26.2626953125, 142.9541015625, 1038.1240234375, 809.8046875]]"
F1963038.json,10,False,detection label,"[[562.03125, 34.9462890625, 984.49609375, 279.1650390625], [570.203125, 320.3466796875, 982.453125, 430.41015625]]"
F1963038.json,11,False,detection label,"[[48.99072265625, 622.32421875, 521.50830078125, 1239.78515625], [49.884521484375, 1277.20703125, 499.8017578125, 1392.91015625], [549.7734375, 12.0458984375, 1017.18359375, 465.95703125], [567.138671875, 495.859375, 1015.140625, 640.95703125], [576.8427734375, 750.15625, 1007.4794921875, 1379.921875]]"
F1963038.json,12,False,detection label,"[[63.674560546875, 15.634765625, 481.4150390625, 384.267578125], [36.98828125, 458.26171875, 498.26953125, 569.86328125], [26.901123046875, 599.08203125, 504.3984375, 840.56640625], [39.414306640625, 882.7734375, 500.3125, 1029.921875]]"
F1963038.json,13,False,detection label,"[[534.451171875, 202.7685546875, 1051.9140625, 852.87109375]]"
F1963038.json,14,False,detection label,"[[25.751953125, 1016.07421875, 1032.505859375, 1383.33984375]]"
F1963038.json,15,False,detection label,"[[29.58251953125, 547.470703125, 1030.462890625, 1337.5390625]]"
F1963039.json,5,False,detection label,"[[546.708984375, 983.26171875, 973.259765625, 1312.24609375]]"
F1963039.json,6,False,detection label,"[[37.371337890625, 1221.8359375, 525.849609375, 1329.3359375], [22.43212890625, 1333.9453125, 526.10498046875, 1382.65625]]"
F1963040.json,7,False,detection label,"[[30.476318359375, 1101.5234375, 519.720703125, 1334.8046875]]"
F1963041.json,5,True,detection label,[]
F1963042.json,2,False,detection label,"[[39.03125, 447.666015625, 1039.65625, 685.048828125], [37.4990234375, 728.96484375, 1039.1455078125, 975.91796875]]"
F1963042.json,6,False,detection label,"[[535.9833984375, 1049.5703125, 816.4619140625, 1178.9453125]]"
F1963043.json,9,False,detection label,"[[558.21875, 58.27392578125, 1039.1875, 147.31689453125], [30.734375, 249.2529296875, 1041.765625, 700.4296875], [32.5390625, 978.4765625, 1052.59375, 1277.3828125]]"
F1963044.json,5,False,detection label,"[[40.115966796875, 821.25, 552.431640625, 1061.3671875]]"
F1963045.json,4,False,detection label,"[[32.861328125, 800.7421875, 1030.5078125, 1224.0625]]"
F1963046.json,4,False,detection label,"[[532.39990234375, 485.947265625, 1020.81298828125, 625.576171875], [526.787109375, 820.56640625, 1029.4873046875, 1241.15234375], [578.8330078125, 1288.828125, 1004.9951171875, 1379.921875]]"
F1963046.json,6,False,detection label,"[[38.8568115234375, 307.7001953125, 513.62060546875, 439.638671875]]"
F1963047.json,5,False,detection label,"[[551.4814453125, 194.9072265625, 1018.1962890625, 289.4189453125], [24.99609375, 399.47265625, 1033.12109375, 874.74609375], [540.673828125, 859.53125, 1039.296875, 1118.7890625]]"
F1963047.json,7,False,detection label,"[[33.48779296875, 1319.58984375, 520.27392578125, 1414.1015625]]"
F1963048.json,1,True,3 columns,[]
F1963048.json,5,True,detection label,[]
F1963049.json,7,False,detection label,"[[534.498046875, 955.91796875, 1041.35546875, 1234.31640625]]"
F1963049.json,8,False,detection label,"[[34.51708984375, 785.703125, 1036.208984375, 1166.640625], [32.45849609375, 1232.08984375, 1039.296875, 1380.60546875]]"
F1963049.json,9,False,detection label,"[[565.8916015625, 1193.125, 1024.3720703125, 1375.8203125]]"
F1963049.json,10,False,detection label,"[[53.04443359375, 11.533203125, 521.30322265625, 207.900390625], [65.267333984375, 262.412109375, 519.501953125, 449.892578125]]"
F1963050.json,2,False,detection label,"[[25.124755859375, 759.04296875, 538.5439453125, 1100.33203125]]"
F1963050.json,5,True,detection label,[]
F1963050.json,6,True,detection label,[]
F1963052.json,2,False,detection label,"[[29.88525390625, 813.73046875, 1041.35546875, 1387.44140625]]"
F1963052.json,3,False,detection label,"[[30.91455078125, 8.45703125, 1038.267578125, 841.25]]"
F1963052.json,5,False,detection label,"[[22.9375, 1083.75, 1047.53125, 1386.7578125]]"
F1963052.json,7,False,detection label,"[[46.35400390625, 426.474609375, 1035.1796875, 1032.65625]]"
F1963053.json,5,False,detection label,"[[36.06103515625, 572.763671875, 1043.4140625, 1385.390625]]"
F1963054.json,7,True,detection label,[]
